# SOURCE: Computed from FAO Penman-Monteith ET0 (Hargreaves-Samani simplified) + FAO-56 crop coefficients
# DATE: 2026-02-06
# DESCRIPTION: Daily irrigation demand for potato crops in Sinai Red Sea region
# UNITS:
#   - weather_scenario_id: Scenario identifier (text)
#   - planting_date: Date crop was planted (YYYY-MM-DD)
#   - crop_day: Days since planting (1 to season_length)
#   - calendar_date: Actual calendar date (YYYY-MM-DD)
#   - growth_stage: Crop growth stage (initial/development/mid/late)
#   - kc: Crop coefficient for this day (dimensionless)
#   - et0_mm: Reference evapotranspiration (mm/day)
#   - etc_mm: Crop evapotranspiration = ET0 x Kc (mm/day)
#   - irrigation_m3_per_ha_per_day: Water requirement per hectare (m3/ha/day)
# LOGIC: ET0 = 0.0023 * (Tmean + 17.8) * (Tmax - Tmin)^0.5 * Ra; ETc = ET0 x Kc; Irrigation = ETc x 10 / 0.9 (90% drip efficiency)
# DEPENDENCIES: daily_weather_scenario_001-toy.csv, crop_coefficients-toy.csv, growth_stages-toy.csv
# ASSUMPTIONS: Drip irrigation at 90% efficiency, no rainfall credit, no soil water storage
weather_scenario_id,planting_date,crop_day,calendar_date,growth_stage,kc,et0_mm,etc_mm,irrigation_m3_per_ha_per_day
001,2010-01-15,40,2010-02-23,development,0.865,3.09,2.67,29.71
001,2010-01-15,41,2010-02-24,development,0.886,3.13,2.78,30.86
001,2010-01-15,42,2010-02-25,development,0.907,3.0,2.72,30.2
001,2010-01-15,43,2010-02-26,development,0.928,3.68,3.41,37.93
001,2010-01-15,44,2010-02-27,development,0.949,3.19,3.03,33.64
001,2010-01-15,45,2010-02-28,development,0.97,3.61,3.51,38.95
001,2010-01-15,46,2010-03-01,development,0.991,2.79,2.76,30.69
001,2010-01-15,47,2010-03-02,development,1.012,3.54,3.58,39.82
001,2010-01-15,48,2010-03-03,development,1.033,3.68,3.8,42.26
001,2010-01-15,49,2010-03-04,development,1.054,3.4,3.58,39.78
001,2010-01-15,50,2010-03-05,development,1.075,3.3,3.55,39.41
001,2010-01-15,51,2010-03-06,development,1.096,3.16,3.47,38.53
001,2010-01-15,52,2010-03-07,development,1.117,3.37,3.76,41.8
001,2010-01-15,53,2010-03-08,development,1.138,3.88,4.41,49.01
001,2010-01-15,54,2010-03-09,development,1.159,3.93,4.56,50.67
001,2010-01-15,55,2010-03-10,development,1.18,3.7,4.37,48.57
001,2010-01-15,56,2010-03-11,mid,1.18,3.43,4.05,44.95
001,2010-01-15,57,2010-03-12,mid,1.18,3.67,4.33,48.06
001,2010-01-15,58,2010-03-13,mid,1.18,3.83,4.53,50.28
001,2010-01-15,59,2010-03-14,mid,1.18,3.69,4.35,48.32
001,2010-01-15,60,2010-03-15,mid,1.18,3.66,4.31,47.93
001,2010-01-15,61,2010-03-16,mid,1.18,3.97,4.69,52.11
001,2010-01-15,62,2010-03-17,mid,1.18,4.21,4.97,55.19
001,2010-01-15,63,2010-03-18,mid,1.18,4.24,5.0,55.57
001,2010-01-15,64,2010-03-19,mid,1.18,4.04,4.77,53.03
001,2010-01-15,65,2010-03-20,mid,1.18,4.14,4.88,54.22
001,2010-01-15,66,2010-03-21,mid,1.18,4.17,4.92,54.69
001,2010-01-15,67,2010-03-22,mid,1.18,4.09,4.82,53.6
001,2010-01-15,68,2010-03-23,mid,1.18,4.7,5.55,61.62
001,2010-01-15,69,2010-03-24,mid,1.18,4.51,5.32,59.16
001,2010-01-15,70,2010-03-25,mid,1.18,4.31,5.08,56.47
001,2010-01-15,71,2010-03-26,mid,1.18,4.62,5.45,60.58
001,2010-01-15,72,2010-03-27,mid,1.18,4.14,4.89,54.32
001,2010-01-15,73,2010-03-28,mid,1.18,3.9,4.6,51.13
001,2010-01-15,74,2010-03-29,mid,1.18,4.23,4.99,55.47
001,2010-01-15,75,2010-03-30,mid,1.18,3.99,4.71,52.37
001,2010-01-15,76,2010-03-31,mid,1.18,4.51,5.32,59.12
001,2010-01-15,77,2010-04-01,mid,1.18,4.45,5.25,58.31
001,2010-01-15,78,2010-04-02,mid,1.18,5.33,6.29,69.88
001,2010-01-15,79,2010-04-03,mid,1.18,4.95,5.84,64.93
001,2010-01-15,80,2010-04-04,mid,1.18,5.43,6.4,71.14
001,2010-01-15,81,2010-04-05,mid,1.18,4.56,5.38,59.81
001,2010-01-15,82,2010-04-06,mid,1.18,4.1,4.84,53.77
001,2010-01-15,83,2010-04-07,mid,1.18,5.09,6.0,66.7
001,2010-01-15,84,2010-04-08,mid,1.18,5.07,5.98,66.45
001,2010-01-15,85,2010-04-09,mid,1.18,5.82,6.86,76.25
001,2010-01-15,86,2010-04-10,mid,1.18,4.97,5.86,65.14
001,2010-01-15,87,2010-04-11,mid,1.18,4.91,5.8,64.41
001,2010-01-15,88,2010-04-12,mid,1.18,5.56,6.57,72.95
001,2010-01-15,89,2010-04-13,mid,1.18,4.87,5.74,63.81
001,2010-01-15,90,2010-04-14,mid,1.18,5.64,6.65,73.9
001,2010-01-15,91,2010-04-15,mid,1.18,5.48,6.47,71.86
001,2010-01-15,92,2010-04-16,mid,1.18,5.46,6.45,71.64
001,2010-01-15,93,2010-04-17,mid,1.18,5.25,6.2,68.86
001,2010-01-15,94,2010-04-18,mid,1.18,5.84,6.9,76.63
001,2010-01-15,95,2010-04-19,mid,1.18,5.24,6.18,68.72
001,2010-01-15,96,2010-04-20,mid,1.18,5.48,6.46,71.79
001,2010-01-15,97,2010-04-21,mid,1.18,6.04,7.13,79.23
001,2010-01-15,98,2010-04-22,mid,1.18,5.36,6.32,70.25
001,2010-01-15,99,2010-04-23,mid,1.18,5.88,6.94,77.06
001,2010-01-15,100,2010-04-24,late,1.162,5.9,6.85,76.14
001,2010-01-15,101,2010-04-25,late,1.144,5.45,6.23,69.22
001,2010-01-15,102,2010-04-26,late,1.126,5.45,6.13,68.15
001,2010-01-15,103,2010-04-27,late,1.108,5.73,6.35,70.56
001,2010-01-15,104,2010-04-28,late,1.09,5.18,5.65,62.77
001,2010-01-15,105,2010-04-29,late,1.071,5.83,6.25,69.42
001,2010-01-15,106,2010-04-30,late,1.053,5.76,6.07,67.47
001,2010-01-15,107,2010-05-01,late,1.035,6.62,6.86,76.18
001,2010-01-15,108,2010-05-02,late,1.017,6.46,6.57,72.99
001,2010-01-15,109,2010-05-03,late,0.999,6.13,6.12,68.03
001,2010-01-15,110,2010-05-04,late,0.981,6.53,6.4,71.15
001,2010-01-15,111,2010-05-05,late,0.963,5.82,5.61,62.28
001,2010-01-15,112,2010-05-06,late,0.945,6.4,6.05,67.17
001,2010-01-15,113,2010-05-07,late,0.927,6.78,6.28,69.77
001,2010-01-15,114,2010-05-08,late,0.909,6.35,5.77,64.11
001,2010-01-15,115,2010-05-09,late,0.89,6.71,5.98,66.39
001,2010-01-15,116,2010-05-10,late,0.872,6.39,5.58,61.97
001,2010-01-15,117,2010-05-11,late,0.854,6.18,5.28,58.62
001,2010-01-15,118,2010-05-12,late,0.836,6.23,5.21,57.9
001,2010-01-15,119,2010-05-13,late,0.818,6.14,5.02,55.82
001,2010-01-15,120,2010-05-14,late,0.8,6.51,5.21,57.89
001,2011-01-15,1,2011-01-15,initial,0.55,2.51,1.38,15.32
001,2011-01-15,2,2011-01-16,initial,0.55,1.99,1.09,12.15
001,2011-01-15,3,2011-01-17,initial,0.55,2.14,1.18,13.1
001,2011-01-15,4,2011-01-18,initial,0.55,2.66,1.46,16.28
001,2011-01-15,5,2011-01-19,initial,0.55,2.2,1.21,13.43
001,2011-01-15,6,2011-01-20,initial,0.55,2.57,1.42,15.73
001,2011-01-15,7,2011-01-21,initial,0.55,2.05,1.13,12.52
001,2011-01-15,8,2011-01-22,initial,0.55,2.51,1.38,15.31
001,2011-01-15,9,2011-01-23,initial,0.55,2.1,1.15,12.81
001,2011-01-15,10,2011-01-24,initial,0.55,2.26,1.24,13.8
001,2011-01-15,11,2011-01-25,initial,0.55,2.49,1.37,15.22
001,2011-01-15,12,2011-01-26,initial,0.55,2.67,1.47,16.31
001,2011-01-15,13,2011-01-27,initial,0.55,1.98,1.09,12.09
001,2011-01-15,14,2011-01-28,initial,0.55,2.5,1.37,15.26
001,2011-01-15,15,2011-01-29,initial,0.55,2.57,1.42,15.73
001,2011-01-15,16,2011-01-30,initial,0.55,2.82,1.55,17.23
001,2011-01-15,17,2011-01-31,initial,0.55,2.62,1.44,15.99
001,2011-01-15,18,2011-02-01,initial,0.55,2.37,1.3,14.47
001,2011-01-15,19,2011-02-02,initial,0.55,2.18,1.2,13.35
001,2011-01-15,20,2011-02-03,initial,0.55,2.92,1.61,17.84
001,2011-01-15,21,2011-02-04,initial,0.55,2.82,1.55,17.25
001,2011-01-15,22,2011-02-05,initial,0.55,2.4,1.32,14.68
001,2011-01-15,23,2011-02-06,initial,0.55,2.63,1.45,16.07
001,2011-01-15,24,2011-02-07,initial,0.55,2.85,1.57,17.44
001,2011-01-15,25,2011-02-08,initial,0.55,2.61,1.44,15.96
001,2011-01-15,26,2011-02-09,development,0.571,2.68,1.53,17.0
001,2011-01-15,27,2011-02-10,development,0.592,2.77,1.64,18.25
001,2011-01-15,28,2011-02-11,development,0.613,3.0,1.84,20.44
001,2011-01-15,29,2011-02-12,development,0.634,3.05,1.94,21.5
001,2011-01-15,30,2011-02-13,development,0.655,2.96,1.94,21.53
001,2011-01-15,31,2011-02-14,development,0.676,2.71,1.83,20.32
001,2011-01-15,32,2011-02-15,development,0.697,3.21,2.24,24.88
001,2011-01-15,33,2011-02-16,development,0.718,2.78,1.99,22.15
001,2011-01-15,34,2011-02-17,development,0.739,3.05,2.25,25.02
001,2011-01-15,35,2011-02-18,development,0.76,3.53,2.68,29.77
001,2011-01-15,36,2011-02-19,development,0.781,2.38,1.86,20.69
001,2011-01-15,37,2011-02-20,development,0.802,2.93,2.35,26.11
001,2011-01-15,38,2011-02-21,development,0.823,2.61,2.15,23.85
001,2011-01-15,39,2011-02-22,development,0.844,3.04,2.56,28.47
001,2011-01-15,40,2011-02-23,development,0.865,2.93,2.54,28.2
001,2011-01-15,41,2011-02-24,development,0.886,3.29,2.92,32.41
001,2011-01-15,42,2011-02-25,development,0.907,3.22,2.92,32.42
001,2011-01-15,43,2011-02-26,development,0.928,3.64,3.38,37.52
001,2011-01-15,44,2011-02-27,development,0.949,2.85,2.71,30.07
001,2011-01-15,45,2011-02-28,development,0.97,3.24,3.14,34.91
001,2011-01-15,46,2011-03-01,development,0.991,3.17,3.14,34.87
001,2011-01-15,47,2011-03-02,development,1.012,3.61,3.65,40.54
001,2011-01-15,48,2011-03-03,development,1.033,3.12,3.22,35.77
001,2011-01-15,49,2011-03-04,development,1.054,3.01,3.17,35.26
001,2011-01-15,50,2011-03-05,development,1.075,3.3,3.54,39.39
001,2011-01-15,51,2011-03-06,development,1.096,3.23,3.54,39.37
001,2011-01-15,52,2011-03-07,development,1.117,3.96,4.43,49.17
001,2011-01-15,53,2011-03-08,development,1.138,3.79,4.31,47.94
001,2011-01-15,54,2011-03-09,development,1.159,3.29,3.81,42.37
001,2011-01-15,55,2011-03-10,development,1.18,3.51,4.14,45.99
001,2011-01-15,56,2011-03-11,mid,1.18,3.25,3.84,42.65
001,2011-01-15,57,2011-03-12,mid,1.18,3.63,4.29,47.65
001,2011-01-15,58,2011-03-13,mid,1.18,4.15,4.9,54.42
001,2011-01-15,59,2011-03-14,mid,1.18,3.75,4.43,49.17
001,2011-01-15,60,2011-03-15,mid,1.18,3.94,4.65,51.63
001,2011-01-15,61,2011-03-16,mid,1.18,4.17,4.92,54.69
001,2011-01-15,62,2011-03-17,mid,1.18,3.41,4.03,44.72
001,2011-01-15,63,2011-03-18,mid,1.18,3.87,4.57,50.73
001,2011-01-15,64,2011-03-19,mid,1.18,3.56,4.2,46.71
001,2011-01-15,65,2011-03-20,mid,1.18,4.24,5.01,55.62
001,2011-01-15,66,2011-03-21,mid,1.18,3.62,4.27,47.43
001,2011-01-15,67,2011-03-22,mid,1.18,3.94,4.64,51.6
001,2011-01-15,68,2011-03-23,mid,1.18,4.46,5.26,58.45
001,2011-01-15,69,2011-03-24,mid,1.18,3.92,4.63,51.4
001,2011-01-15,70,2011-03-25,mid,1.18,4.34,5.12,56.91
001,2011-01-15,71,2011-03-26,mid,1.18,4.61,5.44,60.43
001,2011-01-15,72,2011-03-27,mid,1.18,4.24,5.01,55.61
001,2011-01-15,73,2011-03-28,mid,1.18,4.37,5.15,57.23
001,2011-01-15,74,2011-03-29,mid,1.18,4.79,5.65,62.75
001,2011-01-15,75,2011-03-30,mid,1.18,4.12,4.86,54.01
001,2011-01-15,76,2011-03-31,mid,1.18,4.77,5.63,62.51
001,2011-01-15,77,2011-04-01,mid,1.18,4.86,5.74,63.77
001,2011-01-15,78,2011-04-02,mid,1.18,4.13,4.88,54.18
001,2011-01-15,79,2011-04-03,mid,1.18,4.35,5.14,57.07
001,2011-01-15,80,2011-04-04,mid,1.18,5.25,6.2,68.84
001,2011-01-15,81,2011-04-05,mid,1.18,4.96,5.85,65.05
001,2011-01-15,82,2011-04-06,mid,1.18,4.68,5.52,61.34
001,2011-01-15,83,2011-04-07,mid,1.18,4.81,5.67,63.05
001,2011-01-15,84,2011-04-08,mid,1.18,5.04,5.94,66.04
001,2011-01-15,85,2011-04-09,mid,1.18,5.53,6.52,72.48
001,2011-01-15,86,2011-04-10,mid,1.18,5.41,6.38,70.93
001,2011-01-15,87,2011-04-11,mid,1.18,4.52,5.33,59.22
001,2011-01-15,88,2011-04-12,mid,1.18,5.09,6.0,66.7
001,2011-01-15,89,2011-04-13,mid,1.18,4.28,5.06,56.17
001,2011-01-15,90,2011-04-14,mid,1.18,5.26,6.21,69.02
001,2011-01-15,91,2011-04-15,mid,1.18,5.39,6.36,70.65
001,2011-01-15,92,2011-04-16,mid,1.18,4.64,5.48,60.85
001,2011-01-15,93,2011-04-17,mid,1.18,5.2,6.14,68.2
001,2011-01-15,94,2011-04-18,mid,1.18,4.95,5.85,64.96
001,2011-01-15,95,2011-04-19,mid,1.18,5.53,6.52,72.49
001,2011-01-15,96,2011-04-20,mid,1.18,5.63,6.64,73.77
001,2011-01-15,97,2011-04-21,mid,1.18,5.7,6.72,74.67
001,2011-01-15,98,2011-04-22,mid,1.18,5.72,6.75,74.95
001,2011-01-15,99,2011-04-23,mid,1.18,5.66,6.68,74.26
001,2011-01-15,100,2011-04-24,late,1.162,5.3,6.16,68.42
001,2011-01-15,101,2011-04-25,late,1.144,6.66,7.62,84.68
001,2011-01-15,102,2011-04-26,late,1.126,5.83,6.56,72.91
001,2011-01-15,103,2011-04-27,late,1.108,5.72,6.34,70.4
001,2011-01-15,104,2011-04-28,late,1.09,5.4,5.88,65.32
001,2011-01-15,105,2011-04-29,late,1.071,5.57,5.97,66.29
001,2011-01-15,106,2011-04-30,late,1.053,5.55,5.85,64.98
001,2011-01-15,107,2011-05-01,late,1.035,6.12,6.34,70.44
001,2011-01-15,108,2011-05-02,late,1.017,6.83,6.95,77.21
001,2011-01-15,109,2011-05-03,late,0.999,5.31,5.31,58.97
001,2011-01-15,110,2011-05-04,late,0.981,5.72,5.61,62.35
001,2011-01-15,111,2011-05-05,late,0.963,5.93,5.71,63.44
001,2011-01-15,112,2011-05-06,late,0.945,5.66,5.35,59.43
001,2011-01-15,113,2011-05-07,late,0.927,6.26,5.8,64.4
001,2011-01-15,114,2011-05-08,late,0.909,6.29,5.71,63.47
001,2011-01-15,115,2011-05-09,late,0.89,6.35,5.65,62.8
001,2011-01-15,116,2011-05-10,late,0.872,6.06,5.28,58.71
001,2011-01-15,117,2011-05-11,late,0.854,6.62,5.65,62.82
001,2011-01-15,118,2011-05-12,late,0.836,6.33,5.29,58.8
001,2011-01-15,119,2011-05-13,late,0.818,6.39,5.22,58.05
001,2011-01-15,120,2011-05-14,late,0.8,6.56,5.24,58.28
001,2012-01-15,1,2012-01-15,initial,0.55,2.47,1.36,15.12
001,2012-01-15,2,2012-01-16,initial,0.55,2.18,1.2,13.3
001,2012-01-15,3,2012-01-17,initial,0.55,2.36,1.3,14.43
001,2012-01-15,4,2012-01-18,initial,0.55,2.79,1.53,17.05
001,2012-01-15,5,2012-01-19,initial,0.55,2.1,1.15,12.82
001,2012-01-15,6,2012-01-20,initial,0.55,2.34,1.29,14.33
001,2012-01-15,7,2012-01-21,initial,0.55,2.36,1.3,14.4
001,2012-01-15,8,2012-01-22,initial,0.55,2.29,1.26,14.01
001,2012-01-15,9,2012-01-23,initial,0.55,2.54,1.4,15.5
001,2012-01-15,10,2012-01-24,initial,0.55,2.23,1.22,13.61
001,2012-01-15,11,2012-01-25,initial,0.55,2.92,1.6,17.83
001,2012-01-15,12,2012-01-26,initial,0.55,2.35,1.29,14.36
001,2012-01-15,13,2012-01-27,initial,0.55,2.46,1.35,15.01
001,2012-01-15,14,2012-01-28,initial,0.55,2.61,1.44,15.95
001,2012-01-15,15,2012-01-29,initial,0.55,2.06,1.14,12.62
001,2012-01-15,16,2012-01-30,initial,0.55,2.55,1.4,15.6
001,2012-01-15,17,2012-01-31,initial,0.55,2.37,1.3,14.49
001,2012-01-15,18,2012-02-01,initial,0.55,2.73,1.5,16.66
001,2012-01-15,19,2012-02-02,initial,0.55,2.3,1.27,14.06
001,2012-01-15,20,2012-02-03,initial,0.55,2.78,1.53,16.99
001,2012-01-15,21,2012-02-04,initial,0.55,2.85,1.57,17.42
001,2012-01-15,22,2012-02-05,initial,0.55,2.72,1.5,16.62
001,2012-01-15,23,2012-02-06,initial,0.55,2.24,1.23,13.69
001,2012-01-15,24,2012-02-07,initial,0.55,2.59,1.43,15.85
001,2012-01-15,25,2012-02-08,initial,0.55,2.83,1.56,17.32
001,2012-01-15,26,2012-02-09,development,0.571,2.76,1.58,17.54
001,2012-01-15,27,2012-02-10,development,0.592,3.03,1.8,19.96
001,2012-01-15,28,2012-02-11,development,0.613,2.89,1.77,19.68
001,2012-01-15,29,2012-02-12,development,0.634,2.89,1.83,20.34
001,2012-01-15,30,2012-02-13,development,0.655,2.66,1.74,19.35
001,2012-01-15,31,2012-02-14,development,0.676,2.46,1.66,18.47
001,2012-01-15,32,2012-02-15,development,0.697,2.89,2.01,22.36
001,2012-01-15,33,2012-02-16,development,0.718,3.03,2.18,24.19
001,2012-01-15,34,2012-02-17,development,0.739,2.86,2.11,23.48
001,2012-01-15,35,2012-02-18,development,0.76,2.8,2.13,23.68
001,2012-01-15,36,2012-02-19,development,0.781,3.01,2.35,26.16
001,2012-01-15,37,2012-02-20,development,0.802,3.31,2.66,29.53
001,2012-01-15,38,2012-02-21,development,0.823,3.08,2.53,28.15
001,2012-01-15,39,2012-02-22,development,0.844,3.04,2.57,28.52
001,2012-01-15,40,2012-02-23,development,0.865,3.19,2.76,30.69
001,2012-01-15,41,2012-02-24,development,0.886,3.41,3.02,33.57
001,2012-01-15,42,2012-02-25,development,0.907,3.39,3.07,34.14
001,2012-01-15,43,2012-02-26,development,0.928,3.16,2.93,32.6
001,2012-01-15,44,2012-02-27,development,0.949,3.28,3.11,34.58
001,2012-01-15,45,2012-02-28,development,0.97,3.07,2.98,33.07
001,2012-01-15,46,2012-02-29,development,0.991,3.09,3.06,34.03
001,2012-01-15,47,2012-03-01,development,1.012,3.47,3.51,39.02
001,2012-01-15,48,2012-03-02,development,1.033,3.62,3.73,41.49
001,2012-01-15,49,2012-03-03,development,1.054,3.58,3.78,41.97
001,2012-01-15,50,2012-03-04,development,1.075,3.6,3.87,43.05
001,2012-01-15,51,2012-03-05,development,1.096,3.11,3.4,37.81
001,2012-01-15,52,2012-03-06,development,1.117,3.62,4.04,44.94
001,2012-01-15,53,2012-03-07,development,1.138,3.62,4.11,45.72
001,2012-01-15,54,2012-03-08,development,1.159,3.6,4.17,46.35
001,2012-01-15,55,2012-03-09,development,1.18,3.65,4.3,47.82
001,2012-01-15,56,2012-03-10,mid,1.18,3.86,4.56,50.66
001,2012-01-15,57,2012-03-11,mid,1.18,3.72,4.39,48.76
001,2012-01-15,58,2012-03-12,mid,1.18,3.75,4.43,49.21
001,2012-01-15,59,2012-03-13,mid,1.18,4.27,5.04,55.96
001,2012-01-15,60,2012-03-14,mid,1.18,4.17,4.93,54.72
001,2012-01-15,61,2012-03-15,mid,1.18,4.27,5.04,55.98
001,2012-01-15,62,2012-03-16,mid,1.18,4.04,4.77,52.98
001,2012-01-15,63,2012-03-17,mid,1.18,4.4,5.2,57.75
001,2012-01-15,64,2012-03-18,mid,1.18,4.89,5.77,64.13
001,2012-01-15,65,2012-03-19,mid,1.18,3.87,4.57,50.74
001,2012-01-15,66,2012-03-20,mid,1.18,3.86,4.55,50.58
001,2012-01-15,67,2012-03-21,mid,1.18,4.97,5.86,65.1
001,2012-01-15,68,2012-03-22,mid,1.18,4.36,5.15,57.2
001,2012-01-15,69,2012-03-23,mid,1.18,4.41,5.2,57.78
001,2012-01-15,70,2012-03-24,mid,1.18,4.1,4.84,53.74
001,2012-01-15,71,2012-03-25,mid,1.18,4.4,5.2,57.73
001,2012-01-15,72,2012-03-26,mid,1.18,4.18,4.94,54.84
001,2012-01-15,73,2012-03-27,mid,1.18,4.37,5.15,57.25
001,2012-01-15,74,2012-03-28,mid,1.18,4.06,4.79,53.27
001,2012-01-15,75,2012-03-29,mid,1.18,4.69,5.53,61.45
001,2012-01-15,76,2012-03-30,mid,1.18,4.52,5.34,59.31
001,2012-01-15,77,2012-03-31,mid,1.18,4.49,5.3,58.93
001,2012-01-15,78,2012-04-01,mid,1.18,4.92,5.8,64.48
001,2012-01-15,79,2012-04-02,mid,1.18,3.97,4.68,52.01
001,2012-01-15,80,2012-04-03,mid,1.18,5.22,6.16,68.39
001,2012-01-15,81,2012-04-04,mid,1.18,4.63,5.46,60.66
001,2012-01-15,82,2012-04-05,mid,1.18,4.98,5.88,65.36
001,2012-01-15,83,2012-04-06,mid,1.18,4.83,5.7,63.35
001,2012-01-15,84,2012-04-07,mid,1.18,4.78,5.63,62.61
001,2012-01-15,85,2012-04-08,mid,1.18,5.28,6.23,69.19
001,2012-01-15,86,2012-04-09,mid,1.18,4.86,5.73,63.66
001,2012-01-15,87,2012-04-10,mid,1.18,5.44,6.42,71.3
001,2012-01-15,88,2012-04-11,mid,1.18,5.64,6.66,73.95
001,2012-01-15,89,2012-04-12,mid,1.18,6.02,7.11,78.96
001,2012-01-15,90,2012-04-13,mid,1.18,5.02,5.92,65.81
001,2012-01-15,91,2012-04-14,mid,1.18,4.88,5.76,63.98
001,2012-01-15,92,2012-04-15,mid,1.18,5.25,6.2,68.87
001,2012-01-15,93,2012-04-16,mid,1.18,4.99,5.88,65.36
001,2012-01-15,94,2012-04-17,mid,1.18,5.67,6.69,74.31
001,2012-01-15,95,2012-04-18,mid,1.18,5.99,7.07,78.57
001,2012-01-15,96,2012-04-19,mid,1.18,6.05,7.14,79.36
001,2012-01-15,97,2012-04-20,mid,1.18,5.56,6.56,72.89
001,2012-01-15,98,2012-04-21,mid,1.18,5.48,6.46,71.81
001,2012-01-15,99,2012-04-22,mid,1.18,5.69,6.72,74.65
001,2012-01-15,100,2012-04-23,late,1.162,5.77,6.7,74.47
001,2012-01-15,101,2012-04-24,late,1.144,6.0,6.86,76.24
001,2012-01-15,102,2012-04-25,late,1.126,5.98,6.73,74.79
001,2012-01-15,103,2012-04-26,late,1.108,5.76,6.38,70.94
001,2012-01-15,104,2012-04-27,late,1.09,6.43,7.01,77.89
001,2012-01-15,105,2012-04-28,late,1.071,6.56,7.03,78.1
001,2012-01-15,106,2012-04-29,late,1.053,5.96,6.28,69.77
001,2012-01-15,107,2012-04-30,late,1.035,6.02,6.23,69.24
001,2012-01-15,108,2012-05-01,late,1.017,6.24,6.35,70.55
